tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,company_reply_tweet_id,company,clean_text,cluster_id,keyword_label_x,top_keywords_x,cluster_size_x,keyword_label_y,top_keywords_y,cluster_size_y
2580221,726607,True,Thu Nov 16 17:04:35 +0000 2017,".@AirbnbHelp  I have posted this in a forum with 4500 vacation rental owners. Many are Airbnb hosts and/or guests.  We are all eagerly waiting to hear how to ""redo a search"" to clear dates since  no one saw it to put a clear dates link there.  Thanks https://t.co/BHAfJ6PlqA",2580220,,2580220,AirbnbHelp,". i have posted this in a forum with 4500 vacation rental owners. many are airbnb hosts and/or guests. we are all eagerly waiting to hear how to ""redo a search"" to clear dates since no one saw it to put a clear dates link there. thanks",5,booked / listing / price,"['booked', 'listing', 'price', 'use', 'want', 'customer service']",26.0,listing / list / request,"['listing', 'list', 'request', 'hosts', 'assist', 'theres']",6.0
2716349,294632,True,Mon Nov 20 05:25:49 +0000 2017,@AirbnbHelp @145335 @115783 Extremely unreliable and pathetic customer support. Some host cancelled my booking month ago and I haven't received my refund yet.,2716348,,2716348,AirbnbHelp,extremely unreliable and pathetic customer support. some host cancelled my booking month ago and i haven't received my refund yet.,0,host / refund / reservation,"['host', 'refund', 'reservation', 'account', 'problem', 'contact']",32.0,host / refund / service,"['host', 'refund', 'service', 'customer', 'problem', 'account']",32.0
1942444,158759,True,Mon Oct 30 00:35:05 +0000 2017,"UPDATE: Don't book w/ @115783 they NOR their hosts have ANY INTEGRITY!
But TRUST @Ask_WellsFargo  will get a call tomorrow about this FRAUD",1942440,,1942440,AirbnbHelp,update: don't book w/ they nor their hosts have any integrity! but trust will get a call tomorrow about this fraud,0,host / refund / reservation,"['host', 'refund', 'reservation', 'account', 'problem', 'contact']",32.0,host / refund / service,"['host', 'refund', 'service', 'customer', 'problem', 'account']",32.0
2556759,725895,True,Thu Nov 16 14:43:03 +0000 2017,I would like to pre warn you all not to use @115783 Their customer service is awful and so is their ethics - allowing fraudulent activity and then not supporting their customers when it has happened! #disgusting https://t.co/zLBHNOmlSE,2556758,,2556758,AirbnbHelp,i would like to pre warn you all not to use their customer service is awful and so is their ethics - allowing fraudulent activity and then not supporting their customers when it has happened! #disgusting,0,booked / listing / price,"['booked', 'listing', 'price', 'use', 'want', 'customer service']",26.0,host / refund / service,"['host', 'refund', 'service', 'customer', 'problem', 'account']",32.0
11918,118338,True,Mon Oct 30 16:20:16 +0000 2017,"@118339 I just now returned from holiday &amp; want to leave positive review for a property, but app says it's too late, seems unfair on host",11917,,11917,AirbnbHelp,"i just now returned from holiday want to leave positive review for a property, but app says it's too late, seems unfair on host",0,host / refund / reservation,"['host', 'refund', 'reservation', 'account', 'problem', 'contact']",32.0,host / refund / service,"['host', 'refund', 'service', 'customer', 'problem', 'account']",32.0
2024752,598778,True,Mon Nov 06 14:51:18 +0000 2017,"@AirbnbHelp  I have an issue with the wrong currency on my account, how can I get in contact to rectify?",2024751,,2024751,AirbnbHelp,"i have an issue with the wrong currency on my account, how can i get in contact to rectify?",0,host / refund / reservation,"['host', 'refund', 'reservation', 'account', 'problem', 'contact']",32.0,host / refund / service,"['host', 'refund', 'service', 'customer', 'problem', 'account']",32.0
1012726,359641,True,Sun Oct 22 17:42:47 +0000 2017,"@AirbnbHelp ""It is not possible to book this property. Please contact support"" - What is the solution to this problem? Please help!!",1012724,,1012724,AirbnbHelp,"""it is not possible to book this property. please contact support"" - what is the solution to this problem? please help!",0,host / refund / reservation,"['host', 'refund', 'reservation', 'account', 'problem', 'contact']",32.0,host / refund / service,"['host', 'refund', 'service', 'customer', 'problem', 'account']",32.0
451282,222011,True,Thu Nov 30 20:49:57 +0000 2017,@115783 @AirbnbHelp Please help me resolve my dispute claim to recover the costs of damages done by a guest. I've followed all your steps,451281,,451281,AirbnbHelp,please help me resolve my dispute claim to recover the costs of damages done by a guest. i've followed all your steps,1,,,,reservation / guest / booking,"['reservation', 'guest', 'booking', 'book', 'policy', 'does']",16.0
2037148,602312,True,Tue Nov 07 00:45:46 +0000 2017,@AirbnbHelp could you follow me to send you a DM?,2037147,,2037147,AirbnbHelp,could you follow me to send you a dm?,3,,,,ive / dm / reply,"['ive', 'dm', 'reply', 'account', 'way', 'number']",7.0
1992690,541310,True,Fri Nov 03 10:34:23 +0000 2017,@115783 there’s a “1” indicating a message and I️ can’t find it. I’m a host. Please help.,1992689,,1992689,AirbnbHelp,theres a 1 indicating a message and i cant find it. im a host. please help.,0,,,,host / refund / service,"['host', 'refund', 'service', 'customer', 'problem', 'account']",32.0
1238549,410524,True,Wed Oct 25 21:07:55 +0000 2017,"@AirbnbHelp Hi, I’ve DMed you and had no reply on an urgent issue, please help!","1238548,1238550",,1238548,AirbnbHelp,"hi, ive dmed you and had no reply on an urgent issue, please help!",3,,,,ive / dm / reply,"['ive', 'dm', 'reply', 'account', 'way', 'number']",7.0
896924,332988,True,Sat Nov 25 10:29:55 +0000 2017,"@115783 
Can you call Ms. Sariya 
Number in Thailand",896923,,896923,AirbnbHelp,can you call ms. sariya number in thailand,3,host / refund / reservation,"['host', 'refund', 'reservation', 'account', 'problem', 'contact']",32.0,ive / dm / reply,"['ive', 'dm', 'reply', 'account', 'way', 'number']",7.0
1119973,384235,True,Sat Oct 14 09:27:37 +0000 2017,@AirbnbHelp I provide host services through your assisted hosting service. How do I easily find previous messages for host requests to me?,1119972,,1119972,AirbnbHelp,i provide host services through your assisted hosting service. how do i easily find previous messages for host requests to me?,0,host / refund / reservation,"['host', 'refund', 'reservation', 'account', 'problem', 'contact']",32.0,host / refund / service,"['host', 'refund', 'service', 'customer', 'problem', 'account']",32.0
54909,126921,True,Wed Nov 01 18:43:07 +0000 2017,wow @115783 @AirbnbHelp terrible customer service! CSR hung up on me! No help because I spoke to someone who is now out of the office??,54908,,54908,AirbnbHelp,wow terrible customer service! csr hung up on me! no help because i spoke to someone who is now out of the office?,0,,,,host / refund / service,"['host', 'refund', 'service', 'customer', 'problem', 'account']",32.0
1930651,574508,True,Wed Oct 18 14:57:54 +0000 2017,"i hope we made a terrible, terrible decision, booking an airbnb with a hot tub in the back.",1930650,,1930650,AirbnbHelp,"i hope we made a terrible, terrible decision, booking an airbnb with a hot tub in the back.",2,booked / listing / price,"['booked', 'listing', 'price', 'use', 'want', 'customer service']",26.0,feel / good / terrible,"['feel', 'good', 'terrible', 'bad', 'previous', 'disappointed']",9.0
1972457,584219,True,Wed Nov 01 08:53:24 +0000 2017,@AirbnbHelp hi. when will you call me. I had no hot water for 12/30 days at my rental and I believe I was deceived,1972456,,1972456,AirbnbHelp,hi. when will you call me. i had no hot water for 12/30 days at my rental and i believe i was deceived,2,booked / listing / price,"['booked', 'listing', 'price', 'use', 'want', 'customer service']",26.0,feel / good / terrible,"['feel', 'good', 'terrible', 'bad', 'previous', 'disappointed']",9.0
1705317,516848,True,Mon Nov 06 22:15:24 +0000 2017,"@AirbnbHelp I’ve sent you a dm and I need a reply asap.
Thank you",1705316,,1705316,AirbnbHelp,ive sent you a dm and i need a reply asap. thank you,3,,,,ive / dm / reply,"['ive', 'dm', 'reply', 'account', 'way', 'number']",7.0
1829882,549119,True,Tue Oct 17 16:11:12 +0000 2017,@AirbnbHelp how can I contact with you if I simply helped pay for a trip but this does not show up under my reservations. I have questions!,1829881,,1829881,AirbnbHelp,how can i contact with you if i simply helped pay for a trip but this does not show up under my reservations. i have questions!,1,host / refund / reservation,"['host', 'refund', 'reservation', 'account', 'problem', 'contact']",32.0,reservation / guest / booking,"['reservation', 'guest', 'booking', 'book', 'policy', 'does']",16.0
2057323,188984,True,Fri Oct 06 22:40:23 +0000 2017,@AirbnbHelp I have existing reservations associated with a compromised credit card but there's no way to change it.,2057322,,2057322,AirbnbHelp,i have existing reservations associated with a compromised credit card but there's no way to change it.,1,,,,reservation / guest / booking,"['reservation', 'guest', 'booking', 'book', 'policy', 'does']",16.0
2036831,602203,True,Mon Nov 06 23:32:43 +0000 2017,@AirbnbHelp I booked a home for rent. Got a message that I have to pay city taxes AND a pet fee ON TOP of the money I already paid. Shame!,2036830,,2036830,AirbnbHelp,i booked a home for rent. got a message that i have to pay city taxes and a pet fee on top of the money i already paid. shame!,4,booked / listing / price,"['booked', 'listing', 'price', 'use', 'want', 'customer service']",26.0,place / pay / apartment,"['place', 'pay', 'apartment', 'fee', 'booked', 'need']",7.0
1602064,491768,True,Tue Oct 17 09:52:04 +0000 2017,"I love @115783 but when a host cancels on the day of arrival &amp; leaves you stranded with no cancellation refund, what do u do ? @AirbnbHelp",1602062,,1602062,AirbnbHelp,"i love but when a host cancels on the day of arrival leaves you stranded with no cancellation refund, what do u do ?",0,host / refund / reservation,"['host', 'refund', 'reservation', 'account', 'problem', 'contact']",32.0,host / refund / service,"['host', 'refund', 'service', 'customer', 'problem', 'account']",32.0
1880785,561316,True,Sat Oct 21 16:53:39 +0000 2017,Much of the time the @115783 cleaning fee is excessive to the point I just don’t book... Would rather pay a refundable deposit!,1880784,,1880784,AirbnbHelp,much of the time the cleaning fee is excessive to the point i just dont book. would rather pay a refundable deposit!,4,,,,place / pay / apartment,"['place', 'pay', 'apartment', 'fee', 'booked', 'need']",7.0
213575,166719,True,Wed Oct 04 15:42:50 +0000 2017,My @166720. @115783 Still waiting for my problem to be resolved. https://t.co/JIYJhEjIoV,213574,,213574,AirbnbHelp,my . still waiting for my problem to be resolved.,0,host / refund / reservation,"['host', 'refund', 'reservation', 'account', 'problem', 'contact']",32.0,host / refund / service,"['host', 'refund', 'service', 'customer', 'problem', 'account']",32.0
1794233,539176,True,Thu Oct 12 09:11:03 +0000 2017,@AirbnbHelp I wrote by accident a response to a private review which now shows publicly. Can this be made private or deleted?,1794232,,1794232,AirbnbHelp,i wrote by accident a response to a private review which now shows publicly. can this be made private or deleted?,0,host / refund / reservation,"['host', 'refund', 'reservation', 'account', 'problem', 'contact']",32.0,host / refund / service,"['host', 'refund', 'service', 'customer', 'problem', 'account']",32.0
2054886,607739,True,Thu Oct 05 13:13:32 +0000 2017,"Why does the service fee, stipulated to help maintain your platform, increase from R169 to R299 for a 1 to 2 night booking @115783? #dodgy",2054885,,2054885,AirbnbHelp,"why does the service fee, stipulated to help maintain your platform, increase from r169 to r299 for a 1 to 2 night booking ? #dodgy",1,,,,reservation / guest / booking,"['reservation', 'guest', 'booking', 'book', 'policy', 'does']",16.0
2650147,747524,True,Sat Nov 18 23:41:59 +0000 2017,Airbnb already making me mad and we ain't even check in yet,2650146,,2650146,AirbnbHelp,airbnb already making me mad and we ain't even check in yet,2,booked / listing / price,"['booked', 'listing', 'price', 'use', 'want', 'customer service']",26.0,feel / good / terrible,"['feel', 'good', 'terrible', 'bad', 'previous', 'disappointed']",9.0
2909003,805409,True,Tue Nov 28 20:03:52 +0000 2017,I had a horrible experience with @115783 I would never use them again...,2909002,,2909002,AirbnbHelp,i had a horrible experience with i would never use them again.,0,,,,host / refund / service,"['host', 'refund', 'service', 'customer', 'problem', 'account']",32.0
2330201,674594,True,Sun Nov 12 21:51:54 +0000 2017,"Rotten to want to register in @115783 and that this poster appears! ! !
I feel like I'm 18 BUT I HAVE 37! ! ! 
Does not anyone solve anything in that company ??? 
Angry with Airbnb 😠😠😠
#tourism 
#millenials
#goodsunday https://t.co/RLOS16RD1G",2330200,,2330200,AirbnbHelp,rotten to want to register in and that this poster appears! ! ! i feel like i'm 18 but i have 37! ! ! does not anyone solve anything in that company ? angry with airbnb #tourism #millenials #goodsunday,2,booked / listing / price,"['booked', 'listing', 'price', 'use', 'want', 'customer service']",26.0,feel / good / terrible,"['feel', 'good', 'terrible', 'bad', 'previous', 'disappointed']",9.0
2054914,607749,True,Thu Oct 05 13:23:08 +0000 2017,"@115783 hey, I was planning on booking for the first time, but never received the $40 discount code as advertised",2054913,,2054913,AirbnbHelp,"hey, i was planning on booking for the first time, but never received the $40 discount code as advertised",1,,,,reservation / guest / booking,"['reservation', 'guest', 'booking', 'book', 'policy', 'does']",16.0
697654,286446,True,Tue Oct 10 18:29:39 +0000 2017,"@AirbnbHelp hey there, need help with guest payment on a reservation... DM me?",697653,,697653,AirbnbHelp,"hey there, need help with guest payment on a reservation. dm me?",1,host / refund / reservation,"['host', 'refund', 'reservation', 'account', 'problem', 'contact']",32.0,reservation / guest / booking,"['reservation', 'guest', 'booking', 'book', 'policy', 'does']",16.0
1883101,561962,True,Mon Oct 23 01:44:55 +0000 2017,"@AirbnbHelp, HMQ548X2ZR, is this place a suitable place to stay? We had to leave and your case manager considers it clean https://t.co/t5uMFgmLB6",1883100,,1883100,AirbnbHelp,", hmq548x2zr, is this place a suitable place to stay? we had to leave and your case manager considers it clean",4,,,,place / pay / apartment,"['place', 'pay', 'apartment', 'fee', 'booked', 'need']",7.0
2900259,534534,True,Tue Nov 28 17:50:42 +0000 2017,@115783 hosts dont allow black ppl https://t.co/M2OW1n7WXR,2900258,,2900258,AirbnbHelp,hosts dont allow black ppl,0,host / refund / reservation,"['host', 'refund', 'reservation', 'account', 'problem', 'contact']",32.0,host / refund / service,"['host', 'refund', 'service', 'customer', 'problem', 'account']",32.0
98518,137557,True,Thu Nov 30 16:08:02 +0000 2017,@AirbnbHelp why is it so hard for you guys to offer good customer service to your super host?? #alwaystakes3callstogethelp,98517,,98517,AirbnbHelp,why is it so hard for you guys to offer good customer service to your super host? #alwaystakes3callstogethelp,0,host / refund / reservation,"['host', 'refund', 'reservation', 'account', 'problem', 'contact']",32.0,host / refund / service,"['host', 'refund', 'service', 'customer', 'problem', 'account']",32.0
292238,185601,True,Fri Oct 06 16:18:14 +0000 2017,@115783 PEOPLE KEEP BOOKING MY APARTMENT! Make it stop please. I never even uploaded my ID.. this is ridiculous -I need my listing removed,292237,,292237,AirbnbHelp,people keep booking my apartment! make it stop please. i never even uploaded my id. this is ridiculous -i need my listing removed,4,booked / listing / price,"['booked', 'listing', 'price', 'use', 'want', 'customer service']",26.0,place / pay / apartment,"['place', 'pay', 'apartment', 'fee', 'booked', 'need']",7.0
1250843,413469,True,Thu Oct 26 03:40:01 +0000 2017,@AirbnbHelp Currently trying to book this trip so the code ASAP would be great!,1250841,,1250841,AirbnbHelp,currently trying to book this trip so the code asap would be great!,1,,,,reservation / guest / booking,"['reservation', 'guest', 'booking', 'book', 'policy', 'does']",16.0
1968180,445772,True,Tue Oct 31 14:13:43 +0000 2017,Yet another response from @115783 saying no refund despite no host contact because of strict cancellation policy. #poorservice for clients!!,1968179,,1968179,AirbnbHelp,yet another response from saying no refund despite no host contact because of strict cancellation policy. #poorservice for clients!,0,host / refund / reservation,"['host', 'refund', 'reservation', 'account', 'problem', 'contact']",32.0,host / refund / service,"['host', 'refund', 'service', 'customer', 'problem', 'account']",32.0
2156428,633536,True,Thu Nov 09 03:22:30 +0000 2017,@115783 I have a problem concerning funds withdrawn on my bank statement and the money that was reflected on my invoice. Please assist,2156427,,2156427,AirbnbHelp,i have a problem concerning funds withdrawn on my bank statement and the money that was reflected on my invoice. please assist,0,host / refund / reservation,"['host', 'refund', 'reservation', 'account', 'problem', 'contact']",32.0,host / refund / service,"['host', 'refund', 'service', 'customer', 'problem', 'account']",32.0
916767,337657,True,Sat Oct 21 09:09:25 +0000 2017,I adored @115783 back in 2014. Trying to find a reasonably priced place with a reasonable host is tough now. #airbnb,916765,,916765,AirbnbHelp,i adored back in 2014. trying to find a reasonably priced place with a reasonable host is tough now. #airbnb,2,booked / listing / price,"['booked', 'listing', 'price', 'use', 'want', 'customer service']",26.0,feel / good / terrible,"['feel', 'good', 'terrible', 'bad', 'previous', 'disappointed']",9.0
2477208,708085,True,Wed Nov 15 13:55:27 +0000 2017,"So disappointed with @115783 for having such horrible host. With host that have been damaged by previous customers who stay in &amp; blamed on us. Well done, good job and good game airbnb :)",2477207,,2477207,AirbnbHelp,"so disappointed with for having such horrible host. with host that have been damaged by previous customers who stay in blamed on us. well done, good job and good game airbnb :)",2,booked / listing / price,"['booked', 'listing', 'price', 'use', 'want', 'customer service']",26.0,feel / good / terrible,"['feel', 'good', 'terrible', 'bad', 'previous', 'disappointed']",9.0
2211925,145670,True,Sun Nov 26 13:30:46 +0000 2017,"@132569 Do you run this firm? Well, do me a favour and tell your team at @AirbnbHelp to listen to my complaint. Your firm’s tech bungling means my listing is invisible. All they do is send me a copy paste list of unhelpful suggestions. Repeated requests for senior input ignored",2211924,,2211924,AirbnbHelp,"do you run this firm? well, do me a favour and tell your team at to listen to my complaint. your firms tech bungling means my listing is invisible. all they do is send me a copy paste list of unhelpful suggestions. repeated requests for senior input ignored",5,,,,listing / list / request,"['listing', 'list', 'request', 'hosts', 'assist', 'theres']",6.0
163240,153751,True,Fri Nov 24 18:31:48 +0000 2017,"Hi @AirbnbHelp , I have a room published in Buenos Aires and I have not received any inquiry/request for 6 days, when I usually have 1 request/inquiry per day as average. Could you assist me to know if there is something wrong with my listing?",163238,,163238,AirbnbHelp,"hi , i have a room published in buenos aires and i have not received any inquiry/request for 6 days, when i usually have 1 request/inquiry per day as average. could you assist me to know if there is something wrong with my listing?",5,booked / listing / price,"['booked', 'listing', 'price', 'use', 'want', 'customer service']",26.0,listing / list / request,"['listing', 'list', 'request', 'hosts', 'assist', 'theres']",6.0
2023373,598409,True,Mon Nov 06 10:30:41 +0000 2017,"@115783 .. I've opened a refund request but I know our host is not going to respond, what's the next step?",2023372,,2023372,AirbnbHelp,". i've opened a refund request but i know our host is not going to respond, what's the next step?",0,host / refund / reservation,"['host', 'refund', 'reservation', 'account', 'problem', 'contact']",32.0,host / refund / service,"['host', 'refund', 'service', 'customer', 'problem', 'account']",32.0
2163126,523080,True,Thu Oct 19 11:33:52 +0000 2017,@115783 please help I've had a problem with my host and need to get a refund,2163125,,2163125,AirbnbHelp,please help i've had a problem with my host and need to get a refund,0,host / refund / reservation,"['host', 'refund', 'reservation', 'account', 'problem', 'contact']",32.0,host / refund / service,"['host', 'refund', 'service', 'customer', 'problem', 'account']",32.0
291250,185348,True,Fri Oct 06 14:59:58 +0000 2017,"@115783 I list my place ~$1200/mo. Smart pricing on, but 64% discount says $1215. $1860 is crazy high, I want this place to rent. Advise. https://t.co/uCcyRVV5oU","291247,291252",,291247,AirbnbHelp,"i list my place ~$1200/mo. smart pricing on, but 64% discount says $1215. $1860 is crazy high, i want this place to rent. advise.",4,booked / listing / price,"['booked', 'listing', 'price', 'use', 'want', 'customer service']",26.0,place / pay / apartment,"['place', 'pay', 'apartment', 'fee', 'booked', 'need']",7.0
2345044,642343,True,Mon Nov 13 15:16:54 +0000 2017,@AirbnbHelp there is still a big with my co host msg threads. Please help. Thanks in Advance.,2345043,,2345043,AirbnbHelp,there is still a big with my co host msg threads. please help. thanks in advance.,0,host / refund / reservation,"['host', 'refund', 'reservation', 'account', 'problem', 'contact']",32.0,host / refund / service,"['host', 'refund', 'service', 'customer', 'problem', 'account']",32.0
1898184,565721,True,Mon Oct 23 17:40:06 +0000 2017,.@115783 I am trying to extend a reservation. I’ve confirmed with the host it’s available but keep getting an error msg (desktop &amp; mobile) 🆘 https://t.co/A6IQ3AAZe7,1898183,,1898183,AirbnbHelp,. i am trying to extend a reservation. ive confirmed with the host its available but keep getting an error msg (desktop mobile),1,,,,reservation / guest / booking,"['reservation', 'guest', 'booking', 'book', 'policy', 'does']",16.0
687491,239530,True,Thu Nov 23 13:37:54 +0000 2017,Hi @115783 @AirbnbHelp my friend accepted my invitation and already made her first booking but I didn't get a coupon on my end,687490,,687490,AirbnbHelp,hi my friend accepted my invitation and already made her first booking but i didn't get a coupon on my end,1,,,,reservation / guest / booking,"['reservation', 'guest', 'booking', 'book', 'policy', 'does']",16.0
1330574,428809,True,Fri Oct 27 12:35:10 +0000 2017,@118339 It’s now saying my reservation is cancelled will I get my money back?,1330573,,1330573,AirbnbHelp,its now saying my reservation is cancelled will i get my money back?,1,host / refund / reservation,"['host', 'refund', 'reservation', 'account', 'problem', 'contact']",32.0,reservation / guest / booking,"['reservation', 'guest', 'booking', 'book', 'policy', 'does']",16.0
2885597,800356,True,Tue Nov 28 10:51:15 +0000 2017,"@115783 @AirbnbHelp 
Seems now you don’t have to worry about ‘strict cancellation’ policy on a booking - just call in &amp; say u have extenuating circumstances beyond ur control - e.g. you’re ill &amp; can’t travel in 6 months - and they will refund you in full!! No proof required 😱😳",2885595,,2885595,AirbnbHelp,seems now you dont have to worry about strict cancellation policy on a booking - just call in say u have extenuating circumstances beyond ur control - e.g. youre ill cant travel in 6 months - and they will refund you in full! no proof required,1,,,,reservation / guest / booking,"['reservation', 'guest', 'booking', 'book', 'policy', 'does']",16.0
2460481,704557,True,Wed Nov 15 07:11:44 +0000 2017,"@AirbnbHelp My wife didn't feel safe after arriving at her AirBnB, so i asked her to find a new rental.  Spoke with the customer service line and they didn't think that was an ""extenuating circumstance"" to issue a refund, can you help?  I was just worried about her safety",2460480,,2460480,AirbnbHelp,"my wife didn't feel safe after arriving at her airbnb, so i asked her to find a new rental. spoke with the customer service line and they didn't think that was an ""extenuating circumstance"" to issue a refund, can you help? i was just worried about her safety",6,booked / listing / price,"['booked', 'listing', 'price', 'use', 'want', 'customer service']",26.0,didn / time / extenuating,"['didn', 'time', 'extenuating', 'asked', 'making', 'lost']",3.0
1055539,369402,True,Mon Oct 23 11:16:39 +0000 2017,@AirbnbHelp I need someone to contact me ASAP about a booking where we found out the apartment is used for prostitution. Had to get a hotel!,"1055538,1055540",,1055538,AirbnbHelp,i need someone to contact me asap about a booking where we found out the apartment is used for prostitution. had to get a hotel!,4,booked / listing / price,"['booked', 'listing', 'price', 'use', 'want', 'customer service']",26.0,place / pay / apartment,"['place', 'pay', 'apartment', 'fee', 'booked', 'need']",7.0
2897269,802756,True,Tue Nov 28 16:25:57 +0000 2017,.@115783 now allow Intant Book hosts to cancel reservation without any consequence. Nightmare on guest side. Got reservation canceled because host got a few more days out of another guest. 😠,2897268,,2897268,AirbnbHelp,. now allow intant book hosts to cancel reservation without any consequence. nightmare on guest side. got reservation canceled because host got a few more days out of another guest.,1,host / refund / reservation,"['host', 'refund', 'reservation', 'account', 'problem', 'contact']",32.0,reservation / guest / booking,"['reservation', 'guest', 'booking', 'book', 'policy', 'does']",16.0
635233,270620,True,Wed Nov 22 16:31:28 +0000 2017,@118339 Would love some support on progressing an Experience! Thanks.,635232,,635232,AirbnbHelp,would love some support on progressing an experience! thanks.,3,,,,ive / dm / reply,"['ive', 'dm', 'reply', 'account', 'way', 'number']",7.0
1958358,443714,True,Wed Oct 18 16:36:27 +0000 2017,@115783 Why can I no longer see how many times my listing has been added to a Wish List?,1958357,,1958357,AirbnbHelp,why can i no longer see how many times my listing has been added to a wish list?,5,,,,listing / list / request,"['listing', 'list', 'request', 'hosts', 'assist', 'theres']",6.0
