cluster_id,issue_label,issue_description,likely_root_cause,business_severity,recommended_action,customer_pain_point,cluster_size
15,Reservation Cancellation Policy Confusion,"Guests are experiencing confusion and frustration regarding the flexibility and consequences of canceling reservations, especially concerning extenuating circumstances and host-initiated cancellations.","Inconsistent or unclear communication of cancellation policies, and potential loopholes or biases in how hosts can cancel reservations.",High,"Clarify and standardize cancellation policies for both guests and hosts, providing clearer guidance on extenuating circumstances and consequences for unwarranted cancellations.",Customers are facing uncertainty and inconvenience due to the unpredictable nature of reservation cancellations and the perceived unfairness of certain cancellation scenarios.,5
15,Reservation Cancellation Policy Confusion,"Guests are experiencing confusion and frustration regarding the flexibility and consequences of canceling reservations, especially concerning extenuating circumstances and host-initiated cancellations.","Inconsistent or unclear communication of cancellation policies, and potential loopholes or biases in how hosts can cancel reservations.",High,"Clarify and standardize cancellation policies for both guests and hosts, providing clearer guidance on extenuating circumstances and consequences for unwarranted cancellations.",Customers are facing uncertainty and inconvenience due to the unpredictable nature of reservation cancellations and the perceived unfairness of certain cancellation scenarios.,5
16,Listing Visibility and Wishlist Features,Users are confused about the visibility of their listings and the inability to see how many times their listing has been added to a wishlist.,Changes to platform features or algorithms that affect listing visibility and user access to analytics related to listing popularity.,Medium,"Revert or clarify the changes made to listing visibility and wishlist tracking features, or provide a clear explanation for the modifications.","Hosts are unable to gauge the interest in their listings and find the current listing display confusing, impacting their ability to optimize their offerings.",2
16,Listing Visibility and Wishlist Features,Users are confused about the visibility of their listings and the inability to see how many times their listing has been added to a wishlist.,Changes to platform features or algorithms that affect listing visibility and user access to analytics related to listing popularity.,Medium,"Revert or clarify the changes made to listing visibility and wishlist tracking features, or provide a clear explanation for the modifications.","Hosts are unable to gauge the interest in their listings and find the current listing display confusing, impacting their ability to optimize their offerings.",2
17,Undeclared Pets and Fees,Guests are encountering unexpected fees for undeclared pets and issues with pets damaging properties in non-pet-friendly homes.,"Lack of clear communication regarding pet policies and associated fees, and insufficient enforcement of 'no pet' rules.",High,"Implement stricter policies and enforcement for undeclared pets, and ensure clear communication of all applicable fees upfront.","Guests are facing unexpected charges and property damage issues due to undeclared pets, leading to dissatisfaction and potential disputes.",2
17,Undeclared Pets and Fees,Guests are encountering unexpected fees for undeclared pets and issues with pets damaging properties in non-pet-friendly homes.,"Lack of clear communication regarding pet policies and associated fees, and insufficient enforcement of 'no pet' rules.",High,"Implement stricter policies and enforcement for undeclared pets, and ensure clear communication of all applicable fees upfront.","Guests are facing unexpected charges and property damage issues due to undeclared pets, leading to dissatisfaction and potential disputes.",2
18,Negative Customer Experience,"Customers are expressing extreme dissatisfaction with the customer experience, citing poor service and unethical practices.","Potential issues with customer service training, protocols, or systemic flaws in handling customer complaints and fraudulent activity.",High,"Investigate customer service interactions, review complaint handling procedures, and retrain staff on ethical practices and customer support.","Customers feel unsupported, experience fraudulent activity, and are frustrated by the lack of resolution from customer service.",2
18,Negative Customer Experience,"Customers are expressing extreme dissatisfaction with the customer experience, citing poor service and unethical practices.","Potential issues with customer service training, protocols, or systemic flaws in handling customer complaints and fraudulent activity.",High,"Investigate customer service interactions, review complaint handling procedures, and retrain staff on ethical practices and customer support.","Customers feel unsupported, experience fraudulent activity, and are frustrated by the lack of resolution from customer service.",2
19,Incorrect Currency Account,"Customers are reporting issues with incorrect currency displayed or applied to their accounts, leading to discrepancies in funds.","Errors in account setup, currency conversion processes, or data synchronization between different systems.",Medium,"Review and audit currency handling processes, verify account settings for accuracy, and implement automated checks for currency discrepancies.",Customers are confused and concerned about financial discrepancies due to incorrect currency on their accounts.,2
19,Incorrect Currency Account,"Customers are reporting issues with incorrect currency displayed or applied to their accounts, leading to discrepancies in funds.","Errors in account setup, currency conversion processes, or data synchronization between different systems.",Medium,"Review and audit currency handling processes, verify account settings for accuracy, and implement automated checks for currency discrepancies.",Customers are confused and concerned about financial discrepancies due to incorrect currency on their accounts.,2
20,Unauthorized Apartment Bookings,"Users are experiencing unauthorized bookings for their apartments, some with deeply concerning implications like the property being used for illegal activities.","Security vulnerabilities in the booking platform, potential account compromises, or a flaw in the listing management system.",High,"Immediately enhance platform security measures, investigate the source of unauthorized bookings, and provide a clear process for listing removal and account verification.","Customers are distressed by a loss of control over their property, facing potential legal issues and safety concerns.",2
20,Unauthorized Apartment Bookings,"Users are experiencing unauthorized bookings for their apartments, some with deeply concerning implications like the property being used for illegal activities.","Security vulnerabilities in the booking platform, potential account compromises, or a flaw in the listing management system.",High,"Immediately enhance platform security measures, investigate the source of unauthorized bookings, and provide a clear process for listing removal and account verification.","Customers are distressed by a loss of control over their property, facing potential legal issues and safety concerns.",2
21,Gift Card Refund Request,Customer is requesting a refund for redeemed gift cards due to account deactivation and lack of response from support.,"The customer's account was deactivated, and the system did not automatically process a refund for redeemed gift cards.",High,"Investigate the account deactivation and issue a refund for the redeemed gift cards immediately, then follow up with the customer.",The customer has lost the value of their redeemed gift cards and is frustrated by the lack of support response.,1
22,International Contact Request,Customer is asking for assistance in contacting an individual named Sariya in Thailand by providing their phone number.,Customer requires assistance with international communication or has a legitimate need to contact someone abroad.,Low,"Clarify if the customer needs to share the number or if they are asking for a callback, and guide them through appropriate contact channels.",The customer needs to connect with someone internationally and is seeking a direct method through the service.,1
23,Booking Discrepancies and Issues,"Customers are experiencing issues with booking discrepancies, unexpected pricing, and poor accommodation quality, leading to dissatisfaction.","Inaccuracies in pricing algorithms, issues with booking systems, and failure to meet accommodation standards are causing customer complaints.",High,"Review pricing logic, investigate booking system errors, and implement stricter quality control for accommodations to prevent future issues.","Customers are paying for services that do not match their expectations in terms of price and quality, leading to significant disappointment.",3
23,Booking Discrepancies and Issues,"Customers are experiencing issues with booking discrepancies, unexpected pricing, and poor accommodation quality, leading to dissatisfaction.","Inaccuracies in pricing algorithms, issues with booking systems, and failure to meet accommodation standards are causing customer complaints.",High,"Review pricing logic, investigate booking system errors, and implement stricter quality control for accommodations to prevent future issues.","Customers are paying for services that do not match their expectations in terms of price and quality, leading to significant disappointment.",3
23,Booking Discrepancies and Issues,"Customers are experiencing issues with booking discrepancies, unexpected pricing, and poor accommodation quality, leading to dissatisfaction.","Inaccuracies in pricing algorithms, issues with booking systems, and failure to meet accommodation standards are causing customer complaints.",High,"Review pricing logic, investigate booking system errors, and implement stricter quality control for accommodations to prevent future issues.","Customers are paying for services that do not match their expectations in terms of price and quality, leading to significant disappointment.",3
24,Extremely Negative Customer Experience,Customers are reporting overwhelmingly negative and frustrating experiences with the service or product.,"There may be systemic issues with product quality, service delivery, or customer support that are leading to widespread dissatisfaction.",High,Conduct an in-depth review of customer feedback and service delivery processes to identify and rectify core issues causing such negative experiences.,"Customers feel their time and expectations have been severely wasted, leading to strong negative emotions and a complete loss of trust.",2
24,Extremely Negative Customer Experience,Customers are reporting overwhelmingly negative and frustrating experiences with the service or product.,"There may be systemic issues with product quality, service delivery, or customer support that are leading to widespread dissatisfaction.",High,Conduct an in-depth review of customer feedback and service delivery processes to identify and rectify core issues causing such negative experiences.,"Customers feel their time and expectations have been severely wasted, leading to strong negative emotions and a complete loss of trust.",2
25,Refunds and Payment Issues,"Customers are seeking refunds, particularly when original payment methods are no longer valid.",There is a lack of clear policy or a user-friendly process for handling refunds when the original payment card has been cancelled or expired.,Medium,Review and update the refund policy to explicitly address scenarios with canceled payment methods and streamline the process for both customers and support staff.,Customers are facing financial uncertainty and frustration when they are unable to easily reclaim their money due to payment method changes.,2
25,Refunds and Payment Issues,"Customers are seeking refunds, particularly when original payment methods are no longer valid.",There is a lack of clear policy or a user-friendly process for handling refunds when the original payment card has been cancelled or expired.,Medium,Review and update the refund policy to explicitly address scenarios with canceled payment methods and streamline the process for both customers and support staff.,Customers are facing financial uncertainty and frustration when they are unable to easily reclaim their money due to payment method changes.,2
26,Incorrect Property Listing,A customer is expressing extreme anger due to their home being listed on the website without their consent.,"There has been an error in the listing process, either through unauthorized submission or a system glitch, leading to a serious privacy and security concern.",High,"Immediately investigate how the property was listed, remove it from the website, and implement stricter verification processes for new listings to prevent future unauthorized entries.",The customer feels violated and distressed by the unauthorized presence of their private residence on a public platform.,1
27,"Urgent issue, no reply",Customers are reporting urgent issues and have not received a timely response.,Potential delays in the support team's response time for urgent inquiries.,High,Prioritize and expedite responses to all inquiries tagged as 'urgent'.,Customers feel ignored and that their critical problems are not being addressed promptly.,1
28,Accidental public review post,Users have accidentally posted responses to private reviews publicly and wish to make them private or delete them.,"Lack of clear distinction or warning when drafting responses to private reviews, leading to user error.",Medium,Implement a confirmation step or clearer UI indication before submitting a response to a private review to prevent accidental public posts.,Customers are embarrassed or concerned about unintended public disclosure of sensitive information or opinions.,1
